age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,month_nov,month_oct,month_feb,month_jan,month_mar,month_may,y
0.818538780475344,5,1,1,0,-0.338581797566296,0,0,0,-1.31895937300556,-0.471346264988026,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
0.37973684209137,4,1,1,0,-0.454031545904776,0,0,0,-1.31895937300556,-0.868995715697676,0.107554247603891,-0.0981603189893384,0.0570112800357493,0,0,0,0,0,0,0,no
0.128992877300527,9,2,1,0,0.597587383960618,1,0,0,-1.31895937300556,-0.906275351701705,-0.636755426053318,-0.0544106855768331,-0.277921955890169,0,0,0,0,0,0,0,no
0.755852789277633,0,1,1,0,0.389008171962432,0,0,0,-1.31895937300556,-0.550047718774311,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-0.74861099946742,7,2,2,0,-0.321392612813678,0,0,0,-1.31895937300556,-0.0447015418307982,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-0.309809061083446,1,2,2,0,-0.510473645092477,0,0,0,-1.31895937300556,1.05711881117718,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-0.999354964258262,9,2,2,0,0.406710466707665,0,0,0,-1.31895937300556,-0.603896081891243,0.107554247603891,-0.134618346833092,-0.277921955890169,2,0,0,0,0,0,0,no
-0.309809061083446,4,1,2,0,0.796417506099111,0,0,0,-1.31895937300556,-0.525194628104958,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
0.881224771673054,4,1,2,0,0.0572825617365342,1,0,0,-1.31895937300556,4.46199223287856,-0.636755426053318,2.09661295720467,-0.277921955890169,0,0,0,0,0,0,0,yes
-0.435181043478867,9,1,1,0,1.11505881151331,1,1,0,-1.31895937300556,-0.123402995617083,-0.636755426053318,-0.0544106855768331,0.0570112800357493,0,0,0,0,0,0,0,no
-0.936668973060552,6,2,2,0,1.46602604646229,0,0,0,-1.31895937300556,-0.429924447205771,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-0.873982981862841,0,1,2,0,0.546532939695379,0,0,0,-1.31895937300556,-0.355365175197712,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-0.121751087490314,10,1,2,0,-0.375012607041994,0,0,0,-1.31895937300556,0.676038087580441,0.107554247603891,-0.0544106855768331,-0.277921955890169,2,0,0,0,0,0,0,yes
-0.121751087490314,9,1,2,0,3.43970363305767,0,0,0,-1.31895937300556,-0.152398268064661,0.107554247603891,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
0.0036208949051067,4,1,2,0,-0.414265521477077,0,0,0,-1.31895937300556,-0.612180445447694,3.08479294223273,-0.149201557970594,1.0618109878135,2,0,0,0,0,0,0,no
0.128992877300527,3,1,2,0,-0.475582165594625,0,0,0,-1.31895937300556,-0.483772810322703,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-0.497867034676577,9,1,2,0,-0.0786915863065639,1,0,0,-1.31895937300556,-0.868995715697676,0.851863921261102,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,no
-0.685925008269709,0,2,1,0,-0.518683404974324,1,1,0,-1.31895937300556,-0.753014625907361,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,no
-1.12472694665368,4,2,2,0,0.191973934798093,0,0,0,-1.31895937300556,0.0671373661812906,0.107554247603891,-0.229409219226854,-0.277921955890169,2,0,0,0,0,0,0,yes
0.818538780475344,5,1,1,0,0.840288410467733,0,0,0,-1.31895937300556,-0.347080811641261,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
0.693166798079923,2,1,2,0,-0.501750775218014,0,0,0,-1.31895937300556,-0.773725534798489,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,no
-0.873982981862841,9,2,1,0,-0.303946873064752,0,0,0,-1.31895937300556,0.245251182644987,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-1.37547091144452,0,2,1,0,-0.465833075734931,0,0,0,-1.31895937300556,-0.529336809883183,0.851863921261102,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-0.309809061083446,10,1,2,0,-0.471220730657394,0,0,0,-1.31895937300556,1.71986789569327,-0.636755426053318,0.113296242504436,-0.277921955890169,0,0,0,0,0,0,0,yes
-1.06204095545597,0,2,1,0,-0.52253172991894,0,0,0,-1.31895937300556,-1.00154553260089,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,no
-0.247123069885735,9,1,1,0,-0.344739117477682,1,0,0,-1.31895937300556,0.609763179128833,0.107554247603891,0.113296242504436,2.40154393151718,0,0,0,0,0,0,0,no
-0.623239017071999,1,1,1,0,-0.420679396384771,1,0,0,-1.31895937300556,-0.508625900992056,0.107554247603891,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-0.184437078688024,4,1,2,0,3.52744544179492,0,1,0,-1.31895937300556,-0.450635356096898,0.851863921261102,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
0.755852789277633,5,1,0,0,-0.0232757071040937,0,0,0,-1.31895937300556,-0.6618866267864,-0.636755426053318,-0.506490230839387,0.0570112800357493,0,0,0,0,0,0,0,no
0.567794815684502,9,1,2,0,0.144254705484855,0,0,0,-1.31895937300556,1.54175407922957,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-0.184437078688024,0,0,1,0,-0.246735108888128,1,0,0,-1.31895937300556,-0.856569170362999,0.107554247603891,2.09661295720467,0.0570112800357493,1,0,0,0,0,0,0,no
-1.18741293785139,1,2,1,0,-0.42298839135154,0,0,0,-1.31895937300556,2.29148898108839,-0.636755426053318,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
0.881224771673054,3,1,0,0,-0.522788284915248,0,0,0,-1.31895937300556,0.207971546640958,0.851863921261102,-0.178367980245598,0.391944515961668,1,0,0,0,0,0,0,no
-0.0590650962926038,1,1,0,0,0.482137635622138,0,0,0,-1.31895937300556,1.82756462192713,0.107554247603891,-0.0762855022830857,-0.277921955890169,2,0,0,0,0,0,0,yes
-0.497867034676577,9,0,1,0,0.28741239342457,1,0,0,-1.31895937300556,-0.57904299122189,0.107554247603891,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,no
-1.18741293785139,4,2,2,0,-0.429915376251849,0,0,0,-1.31895937300556,1.38020898987877,0.107554247603891,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
-0.309809061083446,9,1,2,0,-0.19106267468935,0,0,0,-1.31895937300556,-0.595611718334792,0.107554247603891,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,no
-0.685925008269709,4,2,2,0,-0.153605645228421,1,0,0,-1.31895937300556,-0.438208810762222,0.107554247603891,-0.761696425745668,-0.612855191816088,2,0,0,0,0,0,0,yes
